id	review	rating	fresh	critic	top_critic	publisher	date
1995	Forget all the ruinously expensive special effects. They're not worth a minute of your time, much less two hours of mind-boggling mediocrity.		rotten	Andrew Sarris	1	Observer	June 17, 2014
1995	[Wild Wild West] is this year's Godzilla, Avengers and Spice World all rolled into one. It's the disappointment of the summer, the worst TV adaptation in recent memory and, almost needless to say, a fiasco of cosmic proportions.		rotten	Jay Boyar	1	Orlando Sentinel	June 17, 2014
1995	It will probably make buckets of money, but as this summer's action movie, Wild Wild West only gets mild.	2.5/4	rotten	Sharon Pian	1	Seattle Times	June 17, 2014
1995	The script is remorselessly smutty, the one-liners are below average and the giant mechanical spider climax endlessly drawn out, but the wildly inventive gizmos give entertainment value and draw a shield over the numerous flaws.	2/5	rotten	Alan Jones	0	Radio Times	June 17, 2014
1995	A hundred or so minutes of missable anti-entertainment.	2/5	rotten		0	Total Film	June 17, 2014
1995	Wild Wild West might once have had aspirations of becoming a grand Hollywood entertainment. Along the way, though, it turned into something far more routine, a slick and predictable piece of moviemaking that's ultimately routine and humdrum.		rotten	Philip Booth	0	Orlando Weekly	June 17, 2014
1995	Those expecting the quick wit and inventiveness of the television series will certainly be disappointed, as will those who expect the hip suavity that one usually gets from any performance by Will Smith.		rotten	Hal Hinson	0	New Times	June 16, 2014
1995	Handcuffed to this blockbuster of all blockbusters and sprawled in our reclining seats, we pass the time counting familiar scenes from other movies.	2.5/5	rotten	Dayana Stetco	0	Metro Times (Detroit, MI)	June 16, 2014
1995	The credits for Wild Wild West are mostly exemplary, and yet the screenplay is swill.		rotten	Manohla Dargis	1	L.A. Weekly	June 16, 2014
1995	The film aims low and still misses.		rotten	Todd Anthony	0	South Florida Sun-Sentinel	June 16, 2014
1995	Don't say I didn't warn you.	C	rotten	Gary Thompson	0	Philadelphia Daily News	June 16, 2014
1995	Wild Wild West is a farce that's occasionally funny, often in a rather laboured way, occasionally thrilling and more than occasionally puerile.	3/5	rotten	Margaret Pomeranz	0	sbs.com.au	June 16, 2014
1995	Having seen Wild Wild West, a retro-sci-fi Western comedy that tries to get laughs from a double amputee in a steam-powered wheelchair, I must ask: Where's the rest of the movie? The funny part?		rotten	Joe Morgenstern	1	Wall Street Journal	June 16, 2014
1995	As monoumentally stupid and aggressively anti-fun as the film's rancid reputation would have it be.	2/10	rotten	Tim Brayton	0	Antagony &amp; Ecstasy	July 8, 2013
1995	...a sporadically amusing yet disastrously overblown adaptation...	2/4	rotten	David Nusair	0	Reel Film Reviews	May 21, 2011
1995	Western action-comedy set in bordello; lots of gunfire.	2/5	rotten	Nell Minow	0	Common Sense Media	December 29, 2010
1995	A film where the concept came first and the script -- and everything else -- seems to have finished a poor second.	2/5	rotten	Andrew Collins	0	Empire Magazine	May 18, 2008
1995	Sonnenfeld's sardonic voice appears to have been trapped in the web of the giant iron spider that rampages through the last part of the film.		rotten	Andrea C. Basora	1	Newsweek	May 18, 2008
1995	Some very talented people stub their collective toes quite elaborately and expensively in Wild Wild West.		rotten	Todd McCarthy	1	Variety	May 18, 2008
1995	The most hollow of the recent Hollywood offerings.		rotten		0	Film4	May 18, 2008
1995	Sonnenfeld's cheerful irreverence keeps it reasonable.		fresh	Jonathan Rosenbaum	1	Chicago Reader	May 18, 2008
1995	Sad, desperate attempt at quirky action/comedy.	1.5/4	rotten	Joe Lozito	0	Big Picture Big Sound	December 27, 2007
1995	...has style to spare, a few laughs and some imaginative touches. Also like 'Avengers' it has stars who look like they'd rather be somewhere else, a lack of verve and a script that takes the long road to nowhere.	1.5/4	rotten	James Sanford	0	Kalamazoo Gazette	August 6, 2007
1995	This is not so much a review as an inquiry into memory, as I attempt to recover the one tiny redeeming virtue.	1/5	rotten	Rob Gonsalves	0	eFilmCritic.com	July 23, 2007
1995	Wild Wild West is sadly a big disappointment considering the great team behind it.	0/4	rotten	Garth Franklin	0	Dark Horizons	October 30, 2006
1995	This monument to the vacuous excesses of chequebook cinema highlights the desperation of those who throw money at the screen hoping it will buy them a blockbuster.		rotten	Trevor Johnston	1	Time Out	January 26, 2006
1995	The film is lean, but not mean, and entertains, mostly, from beginning to end.	B-	fresh	Robin Clifford	0	Reeling Reviews	April 9, 2005
1995	Terribly lame humour don't help.	3/10	rotten	Dragan Antulov	0	rec.arts.movies.reviews	August 13, 2004
1995	Smith's hip-hop aloofness and Kline's Master Thespian routines don't mesh.		rotten	Peter Rainer	1	New York Magazine/Vulture	August 7, 2004
1995	If every cloud has a silver lining, my lining is that my year-end worst list is one film closer to completion.	1/4	rotten	Jeanne Aufmuth	0	Palo Alto Weekly	May 14, 2003
1995	The sheer fun generated by the characterizations will provide enough entertainment value for the average moviegoer.	4/5	fresh	John R. McEwen	0	Film Quips Online	February 8, 2003
1995	So we have a light comedy full of racial slurs and cripple jokes where the hero hunts down the mass-murderer who killed his parents.	0.5/5	rotten	Ron Wells	0	Film Threat	December 8, 2002
1995	Wild Wild West has six screenwriters and between them they couldn't come up with one good idea or one decent line of dialogue.	1/4	rotten	Jeffrey M. Anderson	0	Combustible Celluloid	November 22, 2002
1995	There are six writers and eight producers listed in the credits. Is it any wonder that it feels like an amalgamation of mismatched bits and pieces?		rotten	Jeff Strickler	1	Minneapolis Star Tribune	November 6, 2002
1995	The plot and action are so preposterous that it's jarring when the movie tries to introduce serious business.	2.5/4	rotten	Margaret A. McGurk	0	Cincinnati Enquirer	October 15, 2002
1995	It makes for a satisfying summer moviegoing experience.	3/4	fresh	Kevin N. Laforest	0	Montreal Film Journal	September 10, 2002
1995	The ace in the hole in Wild Wild West is Shakespearean Kenneth Branagh as the villain, Loveless.	3/4	fresh	Bob Graham	1	San Francisco Chronicle	June 18, 2002
1995	The script is serviceable and sporadically amusing but lacks spark and polish; the pacing feels not brisk but downright brusque.	2.5/5	rotten		0	Boxoffice Magazine	June 5, 2002
1995	...it has so many gadgets and gizmos in it that it sinks under its own weight.	5/10	rotten	John J. Puccio	0	Movie Metropolis	April 21, 2002
1995	The movie's problem is that it's a cartoon, offering no emotional involvement with its characters and no dramatic imperative.	C+	rotten	William Arnold	0	Seattle Post-Intelligencer	April 3, 2002
1995	This film is fun most of the time.	3/4	fresh	Ray Conlogue	1	Globe and Mail	March 22, 2002
1995	Gets by on sheer style, as well as the irrepressible likeability of its star Will Smith.		fresh	Andrew O'Hehir	0	Sight and Sound	March 3, 2002
1995	A giant, bombastic flop of a movie.	1.5/4	rotten	James Kendrick	0	Q Network Film Desk	February 27, 2001
1995	Mild Mild Mess	3/5	rotten		0	3BlackChicks Review	February 14, 2001
1995	It was fun.	2.5/4	fresh	Emily Blunt	0	Blunt Review	February 14, 2001
1995	While its television counterpart will continue to live on in syndication, this version is headed for Boot Hill.	1.5/4	rotten	James Berardinelli	1	ReelViews	January 1, 2000
1995	There's so much going on at every moment that the movie keeps you going on visual stimulation alone, and that kind of pleasure should never get short shrift.		rotten	Stephanie Zacharek	1	Salon.com	January 1, 2000
1995	Wild Wild West is a comedy dead zone. You stare in disbelief as scenes flop and die. The movie is all concept and no content; the elaborate special effects are like watching money burn on the screen.	1/4	rotten	Roger Ebert	1	Chicago Sun-Times	January 1, 2000
1995	Wild Wild West is hardly flawless, but it's lots of fun nevertheless.		fresh	Peter Brunette	1	Film.com	January 1, 2000
1995	Clunky and ungainly.		rotten		0	E! Online	January 1, 2000
1995	In this noisy, joyless, bizarrely static fiasco, every element on screen seems to let the air out of the one before it.	D+	rotten	Owen Gleiberman	1	Entertainment Weekly	January 1, 2000
1995	Will Smith, what were you thinking?	0.5/4	rotten	Steve Rhodes	0	Internet Reviews	January 1, 2000
1995	Wild Wild West is fun and funny where it should have been wild and wilder.		fresh	Louis B. Hobson	0	Jam! Movies	January 1, 2000
1995	The contempt for the audience displayed in Wild Wild West is breathtaking.	3/10	rotten	MaryAnn Johanson	0	Flick Filosopher	January 1, 2000
1995	All looks and little substance, the film is visually appealing but clearly shows that the same detail was not applied to its story.		rotten	Jim Judy	0	Screen It!	January 1, 2000
1995	It's shallow, predictable and completely overblown, but it's also good-natured and reasonably fun.	6	rotten	Brian Webster	0	Apollo Guide	January 1, 2000
1995	Extremely stupid and incompetent.		rotten	Amy Taubin	1	Village Voice	January 1, 2000
1995	Will Smith is a mighty star, so fabulously charismatic and adorably self-confident that he almost overcomes the blatantly dumb plotting of Barry Sonnenfeld's version of the old Robert Conrad TV series.		fresh	Cynthia Fuchs	0	Philadelphia City Paper	January 1, 2000
1995	The effects are done well, but we are long past the era in which good special effects alone could carry a movie.	1.5/4	rotten	Madeleine Williams	0	Cinematter	January 1, 2000
1995	Wild Wild Worst, Worst Worst West, Vile Vile West -- I haven't decided which is my favourite alternate title but they all apply to this hulking, overblown piece of celluloid garbage.		rotten	Urban Cinefile	0	Urban Cinefile	January 1, 2000
1995	The Summer's best reason to count popcorn kernels, unless you find yourself counting sheep first.		rotten	Mark Ramsey	0	MovieJuice!	January 1, 2000
1995	Point the finger of shame at the crack staff of writers.	2/10	rotten	Jon Popick	0	Planet S Magazine	January 1, 2000
1995	An elaborately overpriced, over-hyped, and overproduced shell of a movie that will make history only as one of the screen's more self-indulgent box-office bombs.		rotten	KJ Doughton	0	Nitrate Online	January 1, 2000
1995	This is exactly the right kind of movie fun for a scorching hot summer day when your brain is too tired to think and will settle for being amused.	3/4	fresh	Mike McGranaghan	0	Aisle Seat	January 1, 2000
1995	It was if the cinema had been turned into a laugh-free zone.	1.5/4	rotten	James O'Ehley	0	Sci-Fi Movie Page	January 1, 2000
1995	Leaves you wondering how things could have gone this wrong for a team of first-rate talents.	1/4	rotten	Susan Stark	1	Detroit News	January 1, 2000
1995	How can studios pour millions of dollars and masses of talent into that a project that inspires such apathy?	1.5/4	rotten	Ian Waldron-Mantgani	0	UK Critic	January 1, 2000
1995	It's often hard to tell what's going on -- where, when, and why.	1.5/5	rotten	Marc Savlov	0	Austin Chronicle	January 1, 2000
1995	Even if it's not an outright bomb, the film is still a huge disappointment, considering the level of talent involved.		rotten	Jeff Vice	0	Deseret News (Salt Lake City)	January 1, 2000
1995	It isn't funny, and it isn't exciting.	2/5	rotten	Christopher Null	0	Filmcritic.com	January 1, 2000
1995	A thoroughly misconceived mishmash of pop attitude, nostalgia and James Bond-style gadgetry turns the fondly remembered Western TV series into a monumental misfire of a summer action movie.	C-	rotten	Bryant Frazer	0	Bryant Frazer's Deep Focus	January 1, 2000
1995	No-surprises, entirely by-the-numbers plot.		rotten	Doris Toumarkine	0	Film Journal International	January 1, 2000
1995	If you don't think Kevin Kline in drag is funny, wait 'til you see Will Smith in drag -- it's even less funny.	1/4	rotten	Bill Chambers	0	Film Freak Central	January 1, 2000
1995	There's no denying that the picture is a mess; but speaking as someone who finds the 'blockbuster rhythm' to be generally stupefying, there's some pleasure to be had in tuning in those rogue notes.		fresh	Noel Murray	0	Nashville Scene	January 1, 2000
1995	It's like an Artemus Gordon contrivance that won't quite work.	2/4	rotten	Walter V. Addiego	0	San Francisco Examiner	January 1, 2000
1995	It is an obnoxious, sexist, crude, disgusting, and dead-in-the-water series of lame actions and insipid character situations.	0/4	rotten	David Keyes	0	Cinemaphile.org	January 1, 2000
1995	The clanky screenplay is downright dopey.	D	rotten	Gary Brown	0	Houston Community Newspapers	January 1, 2000
1995	An almost complete waste of time, talent, money, and giant mechanical spiders.	1/4	rotten	Rod Armstrong	0	Reel.com	January 1, 2000
1995	I did not laugh once during this entire picture.	3/10	rotten		0	JoBlo's Movie Emporium	January 1, 2000
1995	Moderately amusing.	6/10	fresh	Harvey S. Karten	0	Compuserve	January 1, 2000
1995	Whenever the action threatens to become thrilling, it is undercut by silliness.		rotten	Steven Rosen	1	Denver Post	January 1, 2000
1995	Few things are potentially more dangerous to the health of a studio picture than giving a director and a star enough rope to hang themselves.		rotten	Kenneth Turan	1	Los Angeles Times	January 1, 2000
1995	The western deserves better. So do Smith, Kline and Branagh. So do Hayek and Sonnenfeld. And maybe even, heaven help us, so does The Wild, Wild West.	2/4	rotten	Michael Wilmington	1	Chicago Tribune	January 1, 2000
1995	Ruled by increasingly ghoulish special effects, it leaves reality so far behind that its storytelling would be arbitrary even by comic-book standards, and its characters share no common ground or emotional connection.		rotten	Janet Maslin	1	New York Times	January 1, 2000
1995	The Wild, Wild West is a rambling wreck from computer tech and a helluva souvenir - that is, for those interested in artifacts representing the American movie at its worst.		rotten	Stephen Hunter	1	Washington Post	January 1, 2000
1995	The most special effect in the movie is the incandescent star power of Will Smith.		fresh	Joe Leydon	0	MSNBC	January 1, 2000
1995	The quintessential cotton candy movie: It's pleasant, brightly colored and the minute it's done it's as though it were never there.	2.5/4	rotten	Maitland McDonagh	0	TV Guide	January 1, 2000
1995	The action plods, the characterizations are thin and inconsistent, and worst of all the comedy's not very funny.		rotten	Kevin Maynard	1	Mr. Showbiz	January 1, 2000
1995	The future of the nation and the life of a president are at stake, but no one expresses fear because they're too busy being cool.		rotten	Chris Hewitt	0	St. Paul Pioneer Press	January 1, 2000
1995	A mountain of bad writing, a confusing plot, atrocious jokes and surprisingly bad special effects.		rotten	Charlie McCollum	1	San Jose Mercury News	January 1, 2000
1995	An insanely over-hyped dud.		rotten	Rene Rodriguez	1	Miami Herald	January 1, 2000
1995	Wild Wild West deserves only one wild.		rotten	Philip Wuntch	1	Dallas Morning News	January 1, 2000
1995	A stylish, witty, imaginative diversion.		fresh	Brian Farnham	0	Citysearch	January 1, 2000
1995	Heaven knows he gives it his best, but not even the smart, sexy and immensely likable Smith can save this awful Barry Sonnenfeld picture from the oblivion it surely deserves.		rotten	Rod Dreher	1	New York Post	January 1, 2000
1995	"It is not a good film, but it isn't a disaster like last year's ""The Avengers,"" either."	2.5/4	fresh	Robert Roten	0	Laramie Movie Scope	January 1, 2000
1995	Jump on the bandwagon, because it's really THAT bad.	2/10	rotten	Scott Weinberg	0	eFilmCritic.com	January 1, 2000
1995	I figured the screenwriters would rape the show for its best elements, then stoke it with paint-by-numbers action and effect sequences, and I was right.	2/4	rotten	Rob Blackwelder	0	SPLICEDWire	January 1, 2000
1995	Although most of the jokes fall flat and the action isn't all that creative, what's missing most from the film is a sense of wonder and magic.	D-	rotten	Chuck Rudolph	0	Matinee Magazine	January 1, 2000
1995	Amazingly, this film is pretty much just as bad as the critics have made it out to be.		rotten	Widgett Walls	0	Needcoffee.com	January 1, 2000
1995	Like a botched chemical equation, these seemingly perfect ingredients combine into a fizzle.	2/4	rotten	Michael Dequina	0	TheMovieReport.com	January 1, 2000
1995	It just feels tired.	5/10	rotten	Scott Renshaw	0	rec.arts.movies.reviews	January 1, 2000
1995	The latest in a tiresome stream of adaptations of old television shows.	1.5/4	rotten	Bob Bloom	0	rec.arts.movies.reviews	January 1, 2000
1995	I wasn't prepared to see such inanity from Will Smith.	2/4	rotten	Eugene Novikov	0	Film Blather	January 1, 2000
1995	Basically, what you see in the trailer is what you get, and nothing more.	1.5/4	rotten	Dustin Putman	0	TheFilmFile.com	January 1, 2000
1995		1/4	rotten	Wesley Lovell	0	Cinema Sight	January 29, 2003
1995		1/4	rotten		0	CinemaSense.Com	January 1, 2000
1995		1/4	rotten	Greg Dean	0	Greg's Previews at Yahoo! Movies	January 1, 2000
1996	This is a good-looking film, and Jackson is just so much fun to watch. The other horror films that are out there? This one's a slither above them all.	B	fresh	Joel Siegel	0	Good Morning America	January 4, 2018
1996	A movie about snakes on a plane does not need to be straightforward; it only has a shot if it is either genuinely scary or so incredibly over the top it's funny. Snakes on a Plane is neither, but maybe Snakes on a Boat will be better.	4/10	rotten	Joshua Starnes	0	ComingSoon.net	March 30, 2011
1996	Few studio-supported films match its B-movie nirvana of stupid-goodness. It's exactly what its title suggests and more ? the proof in the primal levels ranging from basic exploited fears to the crowd?s roaring reactions and howls of humor or horror.	3.5/4	fresh	Nick Rogers	0	The Film Yap	October 8, 2010
1996	A snarky genre exercise and its own late-night sketch parody, it parades nothing so much as the force of the public's lowered expectations		rotten	Fernando F. Croce	0	CinePassion	August 30, 2009
1996	It hurts so good. Mike, Cro, Tom, we need you...		fresh	Felix Vasquez	0	Cinema Crazed	July 10, 2007
1996	Its genre elements are completely honed down to their basest elements and exploited for the most fun possible.		fresh	Rob Humanick	0	Stranger Song	July 3, 2007
1996	Even if viewed entirely on its own terms, this film, like any snake, tapers at its end.	3/5	rotten	Anton Bitel	0	musicOMH.com	July 2, 2007
1996	it was the best of times, it was the worst of times.	3/4	fresh	Stefan Birgir	0	sbs.is	May 27, 2007
1996	Its trash pic spirit locates funny nuances of human behaviour.		fresh	Mark Palermo	0	The Coast (Halifax, Nova Scotia)	March 15, 2007
1996	With entertainment this cardboard and weightless, isn't a response like disappointment disproportionately complex?	3/5	fresh	Jake Euker	0	F5 (Wichita, KS)	January 30, 2007
1996	Snakes fails for the simple reason that it is a terrible, terrible movie.	1/10	rotten	Jeff Otto	0	ReelzChannel.com	January 11, 2007
1996	The self-explanatory title of this campy disaster flick represents a rare case of cinematic truth-in-advertising, because it's all about snakes on a plane.	4/4	fresh	Kam Williams	0	AALBC.com	January 4, 2007
1996	I kept imagining the Zucker brothers doing this. Could there be a sillier premise for a movie than snakes on crack?	6/10	rotten	John J. Puccio	0	Movie Metropolis	December 17, 2006
1996	It's too bad to work as thriller, but not nearly bad enough to earn a place in movie infamy.	2/4	rotten	Greg Maki	0	Star-Democrat (Easton, MD)	November 5, 2006
1996	The fact that there's a movie called Snakes on a Plane is a small miracle. The bigger miracle is that Ellis's hugely engaging popcorn flick is nearly as much fun as the movie that was already running in our heads.		fresh	Jason Anderson	0	CBC News	November 4, 2006
1996	click to read full review [Greek]	2/5	fresh	Joseph Proimakis	0	Movies for the Masses	October 3, 2006
1996	A solid little B-movie arriving cloaked in the dodgy garb of a fanboy phenomenon, Snakes on a Plane really ought to garner some sort of award for truth in advertising: It's exactly what it says it is and very little else.	3/4	fresh	Marc Savlov	0	Austin Chronicle	September 2, 2006
1996	Should convince studios that banking on computer-weaned kids to actually leave their keyboards to venture out of the house and pay for a movie was, is and will remain a bad idea.	2/4	rotten	Matt Brunson	0	Creative Loafing	August 30, 2006
1996	Intentional low camp always seems wrong unless it's very funny; in trash, one wants clumsiness, even a certain tackiness, and this movie has the production values and the high-tech fluency of a much bigger movie.		rotten	David Denby	1	New Yorker	August 28, 2006
1996	All those CGI snakes can be quite shudder-inducing. But there is also something cheerfully ridiculous in the way the film switches to rubber snakes for hand-to-hand combat.	3/5	fresh	Peter Bradshaw	0	Guardian	August 26, 2006
1996	Ends up just being a fairly good Bad Movie.	3/4	fresh	Scott Nash	0	Three Movie Buffs	August 26, 2006
1996	All very well, but it is by no means the giddy delight that the fans hoped for.	3/5	fresh	Kim Newman	0	Empire Magazine	August 26, 2006
1996	Jackson's unflinching eyes carry this B-movie gem, a film that turns out to be everything it, and a legion of online fans, said it would be.		fresh	Urban Cinefile	0	Urban Cinefile	August 26, 2006
1996	Snakes plus a plane plus a year of Internet hype do not a blockbuster make.	6/10	fresh	John Wirt	0	Advocate (Baton Rouge, LA)	August 25, 2006
1996	Make no mistake, this movie is trash, but it's meant to be, and I'd be lying if I said it wasn't also a lot of fun. 	2.5/4	fresh	Russ Breimeier	0	Christianity Today	August 25, 2006
1996	[A] blast for anyone who appreciates scares, laughs and all-out entertainment in their summer flicks.	7/10	fresh		0	JoBlo's Movie Emporium	August 25, 2006
1996	Snakes on a Plane has an irresistible title and an impressive promotional campaign -- but pitches aren't plots, and marketing isn't moviemaking.	1/4	rotten	James Rocchi	0	Cinematical	August 24, 2006
1996	Pretty fun and takes advantage of its goofy premise in every way it can ... [but] I really don't envy the position this movie found itself in.	7/10	fresh	Jeffrey Chen	0	Window to the Movies	August 24, 2006
1996	Imagine if you will that a monstrous, CGI-sized jumbo python has squeezed together Airport and Alligator. What you'd then have is Snakes on a Plane.	3/4	fresh	Lori Hoffman	0	Atlantic City Weekly	August 24, 2006
1996	The movie isn't just mediocre -- it's profoundly mediocre.	2/5	rotten	Randy Shulman	0	Metro Weekly (Washington, DC)	August 24, 2006
1996	...mostly delivers what the title promises and the anticipation hoped for...mostly.		fresh	Andy Klein	0	Los Angeles CityBeat	August 24, 2006
1996	Put simply, this is quite possibly the most fun you'll have in the cinema all year. If you like the title, you'll love the film. Highly recommended.	5/5	fresh	Matthew Turner	0	ViewLondon	August 24, 2006
1996	Snakes was the best instantly disposable cinematic event I've attended since Bride of Chucky was launched on an unsuspecting world eight years ago.	3/5	fresh	Steve Schneider	0	Orlando Weekly	August 24, 2006
1996	This kind of film should be like a porno: Don't even bother trying to come up with a plot, just cut to the money shot.	3/4	fresh	Gina Carbone	0	Seacoast Newspapers (NH/Maine)	August 23, 2006
1996	The movie plays to every expectation the viewer might have -- the more absurd, the better. In this regard, it doesn't miss a trick. 	4/5	fresh	Ken Hanke	0	Mountain Xpress (Asheville, NC)	August 23, 2006
1996	This repitilian horror thriller is the stuff of which nightmares are made.	8/10	fresh	Susan Granger	0	Modamag.com	August 23, 2006
1996	"One important reason why Snakes on a Plane works is ""supercool"" Samuel L. Jackson. Quite honestly, I don't think the film would be as good if it were Josh Lucas, or Dennis Quaid, or Kurt Russell fighting the snakes."	3/4	fresh	Mike McGranaghan	0	Aisle Seat	August 22, 2006
1996	It's easily the best popcorn movie of the summer.	3.5/4	fresh	Steve Rhodes	0	Internet Reviews	August 22, 2006
1996	Faced with such an enthusiastic fanbase, all that director David Ellis had to do was deliver on the promise of his brilliant title, and he has done exactly that.	3/5	fresh	Paul Arendt	0	BBC.com	August 22, 2006
1996	Jackson is key to keeping Snakes on a Plane from slithering into complete preposterousness.	3/5	fresh	James Kendrick	0	Q Network Film Desk	August 22, 2006
1996	Still, this infectious high-in-the-sky thriller radiates with an exploitative off-the-cuff sly wink that's both calculating and campy.	2.5/4	fresh	Frank Ochieng	0	Movie Eye	August 21, 2006
1996	A triumph of high-concept but low-ambition filmmaking.	C+	rotten	Robert Denerstein	1	Denver Rocky Mountain News	August 21, 2006
1996	Diving into the merits of a movie where people are dodging snakes whipping through a depressurized cabin is a bit like trying to pick apart the subtext of Space Mountain.		fresh		0	Oregonian	August 21, 2006
1996	There's a certain knee-jerk impulse to bash Snakes, just because of all the ridiculous buildup, but the film delivers on its promise of reptilian fun, with a camp mix of comedy, horror and suspense.	2.5/4	fresh	Lisa Rose	1	Newark Star-Ledger	August 21, 2006
1996	Kiss my asp.	1.5/4	rotten	Thomas Delapa	0	Boulder Weekly	August 21, 2006
1996	Yeah, I know that it's something Snidely Whiplash or Wile E. Coyote would think up, but you knew what you were getting into when you decided to see this thing.	3/5	fresh	Eric Lurio	0	Greenwich Village Gazette	August 21, 2006
1996	SoaP is everything its cracked up to be and more, a monster movie and disaster flick rolled into one	3/4	fresh	Kit Bowen	0	Hollywood.com	August 21, 2006
1996	It's hard to imagine a more entertaining premise for a thriller and, for the most part, Snakes on a Plane delivers the tongue-in-cheek fun implied by its title.		fresh	Ethan Alter	0	Film Journal International	August 21, 2006
1996	'Snakes are definitely a mid-air danger,' said Homeland Security chief Michael Chertoff. 'It's on the list right before 'holding your palm in front of a pilot's eyes to block his view.'	D	rotten	Mark Ramsey	0	MovieJuice!	August 21, 2006
1996	Snakes on a Plane is good fun that could have been great fun.	3/4	fresh	Jeffrey Westhoff	0	Northwest Herald (Crystal Lake, IL)	August 21, 2006
1996	"As I said, SOAP makes no apologies and that is the beauty of it. It's rare that a movie is presented as ""It is what it is"". "	3/5	fresh		0	3BlackChicks Review	August 21, 2006
1996	A diverting bit of faddish silliness; enjoyable for what it is, but presuming more in its oddly postmodern way than it has any right to.	B-	fresh	Rob Vaux	0	Flipside Movie Emporium	August 20, 2006
1996	This is the stuff of direct-to-video trash, but what fun trash this is.	3/4	fresh	Mark Dujsik	0	Mark Reviews Movies	August 20, 2006
1996	Strictly B-movie but rocking with energy.	3/4	fresh	Jeanne Aufmuth	0	Palo Alto Weekly	August 20, 2006
1996	never less than entertaining	3.5/5	fresh	Jesse Hassenger	0	Filmcritic.com	August 20, 2006
1996	"It pains me to say this, but, believe the hype. Once it gets going, ""Snakes On A Plane,"" is a pure rush of fun and ""oh my god, I can't believe they did that,"" moments."	B	fresh	Michelle Alexandria	0	Eclipse Magazine	August 20, 2006
1996	A Rocky Horror group experience. SOAP has too much nasty fun to miss. 		fresh	Victoria Alexander	0	Movie Reviews in Croatian	August 19, 2006
1996	Not witty enough to be a spoof and not frightening enough as a horror tale, this one would not scare dedicated ophidiophonbes.	C+	rotten	Harvey S. Karten	0	Compuserve	August 19, 2006
1996	The one thing that could kill the phenomenon that is 'Snakes on a Plane' has arrived: 'Snakes on a Plane.' 	2.5/4	rotten	John Beifuss	0	Commercial Appeal (Memphis, TN)	August 19, 2006
1996	Dumb and silly and fun, just not as dumb and silly and fun as I'd hoped it would be.	6	rotten	Dan Jardine	0	Cinemania	August 18, 2006
1996	Cheesy B movies tend to be more fun when they aren't so keenly aware of their cheesy B-movie status.	4/10	rotten	Chuck O'Leary	0	FulvueDrive-in.com	August 18, 2006
1996	It's one more cheesy, broadly played, poorly paced, instantly forgettable August action movie.	C	rotten	William Arnold	0	Seattle Post-Intelligencer	August 18, 2006
1996	The plot is ridiculous and the characters are cardboard, but none of that really matters once the snakes get into the fuselage and start zapping people, the very definition of entertainment.		fresh	J. R. Jones	1	Chicago Reader	August 18, 2006
1996	This Internet-promoted lark about a Hawaii-to-L.A. flight besieged by a frenzied tangle of snakes is hilariously funny, full of fang-popping scares, and guaranteed to increase travel by train.	3/4	fresh	Jack Mathews	1	New York Daily News	August 18, 2006
1996	Alas, it never quite reaches that gaga level that would truly send it over the top, but this disaster flick is hardly disastrous.	2.5/4	rotten	Pam Grady	0	Reel.com	August 18, 2006
1996	Usually you can laugh with a bad movie it or laugh at it. But Snakes on a Plane is laughing at you. It not only fulfills the low expectations of its title, it Tasers them into submission.	2/4	rotten	Duane Dudek	0	Milwaukee Journal Sentinel	August 18, 2006
1996	When 'fans' respond to an unabashedly silly title like Snakes on a Plane and start riffing on it, how seriously do they mean for their suggestions to be taken?	2/5	rotten	Carina Chocano	1	Los Angeles Times	August 18, 2006
1996	Chances are you'll be too giddy to think about anything other than a second helping. Tarantulas on a Train? Scorpions on a Sailboat perhaps? Fear not, the internet is already abuzz.		fresh	Scott Foundas	1	L.A. Weekly	August 18, 2006
1996	Like the flailing airline industry -- which probably sent executives out for ice packs when they heard the title -- it gives you the ride you paid for, and nothing extra.		rotten	Jim Ridley	1	Village Voice	August 18, 2006
1996	New Line has nothing to fear, for Snakes on a Plane is a thrill, seeking, action-packed joy ride that will have you jumping in your seats.	B	fresh	Wilson Morales	0	BlackFilm.com	August 18, 2006
1996	The whole enterprise has the sweaty sheen that comes from trying too hard to be cool.	2/4	rotten	Maitland McDonagh	0	TV Guide	August 18, 2006
1996	The movie is aware of its cheesiness, one reason it works so well. It's an exploitation flick that knows what it wants to do, and it gets the job done expertly.	4/5	fresh	Randy Cordova	1	Arizona Republic	August 18, 2006
1996	The greatest title in history is, when executed as an actual movie, venomously awful.	0.5/4	rotten	Phoebe Flowers	0	South Florida Sun-Sentinel	August 18, 2006
1996	Snakes on a Plane is pure escapist fun and absolutely nothing more.		fresh	Jen Chaney	1	Washington Post	August 18, 2006
1996	Snakes was born dumb, but was then rendered ordinary.	1/4	rotten	Terry Lawson	1	Detroit Free Press	August 18, 2006
1996	The director, David R. Ellis, is not exactly Alfred Hitchcock -- he's often messy in his stagings -- but as his picture rattles along its thrill a minute flight plan he does manage to induce a certain amnesia about its preposterous premise.		fresh	Richard Schickel	1	TIME Magazine	August 18, 2006
1996	... an exploitation film that because of the well-executed gimmicky snake angle will be ensured staying power as a cultish camp classic.	B-	fresh	Dennis Schwartz	0	Ozus' World Movie Reviews	August 18, 2006
